"occurrenceID","InstitutionCode","CollectionCode","catalogNumber","class","ScientificName","Year","Month","Day","verbatimEventDate","eventDate","recordedBy","recordNumber","FieldNotes","Country","StateProvince","County","Island","IslandGroup","Locality","MinimumElevationInMeters","MaximumElevationInMeters","VerbatimElevation","DecimalLatitude","DecimalLongitude","GeodeticDatum","CoordinateUncertaintyInMeters","VerbatimCoordinateSystem","GeoreferenceProtocol","GeoreferenceRemarks","GeoreferenceSources","GeoreferencedDate","GeoreferencedBy","GeoreferenceVerificationStatus","VerbatimLatitude","VerbatimLongitude","Genus","specificEpithet","infraspecificEpithet"
"YPM:ORN:ORN.001548","YPM","ORN","ORN.001548","Aves","Tyto alba pratincola",1883,7,8,,"1883-07-08","H. W. Flint",,,"USA","California","Alameda County",,,,,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Tyto","alba","pratincola"
"YPM:ORN:ORN.024833","YPM","ORN","ORN.024833","Aves","Callipepla californica brunnescens",,,,,,,,,"USA","California","Alameda County",,,,,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Callipepla","californica","brunnescens"
"YPM:ORN:ORN.126713","YPM","ORN","ORN.126713","Aves","Rallus longirostris obsoletus",1917,11,16,,"1917-11-16","H. V. Lajenesse",,,"USA","California","Alameda County",,,,,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Rallus","longirostris","obsoletus"
"YPM:ORN:ORN.126714","YPM","ORN","ORN.126714","Aves","Rallus longirostris obsoletus",1901,12,1,,"1901-12-01","H. V. Lajenesse",,,"USA","California","Alameda County",,,,,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Rallus","longirostris","obsoletus"
"YPM:ORN:ORN.126715","YPM","ORN","ORN.126715","Aves","Rallus longirostris obsoletus",1906,1,13,,"1906-01-13","H. V. Lajenesse",,,"USA","California","Alameda County",,,,,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Rallus","longirostris","obsoletus"
"YPM:ORN:ORN.126716","YPM","ORN","ORN.126716","Aves","Rallus longirostris obsoletus",1900,12,5,,"1900-12-05","H. V. Lajenesse",,,"USA","California","Alameda County",,,,,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Rallus","longirostris","obsoletus"
"YPM:ORN:ORN.127178","YPM","ORN","ORN.127178","Aves","Calypte anna",1898,1,28,,"1898-01-28","W. O. Emerson",,,"USA","California","Alameda County",,,,,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Calypte","anna",
"YPM:ORN:ORN.127179","YPM","ORN","ORN.127179","Aves","Calypte anna",1901,2,9,,"1901-02-09","W. O. Emerson",,,"USA","California","Alameda County",,,,,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Calypte","anna",
"MVZ:Egg:1219","MVZ","Egg","1219","Aves","Colaptes auratus collaris",,,,"29 Apr 1899",,"Edward A. Bannister, Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1219","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Colaptes","auratus",
"MVZ:Egg:1220","MVZ","Egg","1220","Aves","Colaptes auratus collaris",,,,"1 May 1899",,"Edward A. Bannister, Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1220","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Colaptes","auratus",
"MVZ:Egg:1222","MVZ","Egg","1222","Aves","Colaptes auratus collaris",,,,"6 May 1899",,"Edward A. Bannister, Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1222","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Colaptes","auratus",
"MVZ:Egg:1221","MVZ","Egg","1221","Aves","Colaptes auratus collaris",,,,"18 May 1899",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1221","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Colaptes","auratus",
"MVZ:Egg:1223","MVZ","Egg","1223","Aves","Colaptes auratus collaris",,,,"3 May 1901",,"Phil A. Bannister",,"http://arctos.database.museum/guid/MVZ:Egg:1223","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Colaptes","auratus",
"MVZ:Egg:13778","MVZ","Egg","13778","Aves","Aquila chrysaetos canadensis",,,,"8 Mar 1925",,"H. V. La Jeunesse",,"http://arctos.database.museum/guid/MVZ:Egg:13778","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Aquila","chrysaetos",
"MVZ:Egg:13781","MVZ","Egg","13781","Aves","Aquila chrysaetos canadensis",,,,"13 May 1927",,"H. V. La Jeunesse",,"http://arctos.database.museum/guid/MVZ:Egg:13781","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Aquila","chrysaetos",
"MVZ:Egg:13779","MVZ","Egg","13779","Aves","Aquila chrysaetos canadensis",,,,"14 Mar 1926",,"H. V. La Jeunesse",,"http://arctos.database.museum/guid/MVZ:Egg:13779","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Aquila","chrysaetos",
"MVZ:Egg:13780","MVZ","Egg","13780","Aves","Aquila chrysaetos canadensis",,,,"18 Apr 1925",,"H. V. La Jeunesse",,"http://arctos.database.museum/guid/MVZ:Egg:13780","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Aquila","chrysaetos",
"MVZ:Egg:13746","MVZ","Egg","13746","Aves","Buteo jamaicensis calurus",,,,"14 Apr 1926",,"H. V. La Jeunesse",,"http://arctos.database.museum/guid/MVZ:Egg:13746","United States","California","Alameda County",,,"no specific locality recorded",,,,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Buteo","jamaicensis",
"MSB:Bird:12519","MSB","Bird","12519","Aves","Mimus polyglottos",,,,"7 MAR 1937",,"R. E. Genelly","243","http://arctos.database.museum/guid/MSB:Bird:12519","United States","California","Alameda County",,,"Livermore",,,,"37.6819305","-121.7682648","WGS84","3714","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Mimus","polyglottos",
"MSB:Bird:12525","MSB","Bird","12525","Aves","Anthus spinoletta",,,,"27 MAR 1938",,"R. E. Genelly","262","http://arctos.database.museum/guid/MSB:Bird:12525","United States","California","Alameda County",,,"Midway",,,,"37.7146511","-121.5865405","WGS84","4268.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Anthus","spinoletta",
"MSB:Bird:12528","MSB","Bird","12528","Aves","Bombycilla cedrorum",,,,"31 JAN 1937",,"R. E. Genelly","238","http://arctos.database.museum/guid/MSB:Bird:12528","United States","California","Alameda County",,,"Oakland",,,,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Bombycilla","cedrorum",
"MSB:Bird:12571","MSB","Bird","12571","Aves","Vermivora celata",,,,"5 JAN 1946",,"R. E. Genelly","407","http://arctos.database.museum/guid/MSB:Bird:12571","United States","California","Alameda County",,,"Oakland",,,,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Vermivora","celata",
"MSB:Bird:12656","MSB","Bird","12656","Aves","Passerina amoena",,,,"20 MAY 1951",,"N. B. Jacobus","478","http://arctos.database.museum/guid/MSB:Bird:12656","United States","California","Alameda County",,,"Oakland, 9 Agnes St.",,,,"37.840963","-122.22948","WGS84","20.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Google Earth","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Passerina","amoena",
"MSB:Bird:12666","MSB","Bird","12666","Aves","Pipilo maculatus",,,,"13 OCT 1935",,"R. E. Genelly","212","http://arctos.database.museum/guid/MSB:Bird:12666","United States","California","Alameda County",,,"Sunol",,,,"37.5943775","-121.8885689","WGS84","2086.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Pipilo","maculatus",
"MSB:Bird:12695","MSB","Bird","12695","Aves","Passerculus sandwichensis",,,,"27 MAR 1938",,"R. E. Genelly","263","http://arctos.database.museum/guid/MSB:Bird:12695","United States","California","Alameda County",,,"Midway",,,,"37.7146511","-121.5865405","WGS84","4268.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Passerculus","sandwichensis",
"MSB:Bird:12738","MSB","Bird","12738","Aves","Zonotrichia atricapilla",,,,"14 JAN 1935",,"R. E. Genelly","106","http://arctos.database.museum/guid/MSB:Bird:12738","United States","California","Alameda County",,,"Oakland",,,,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Zonotrichia","atricapilla",
"MSB:Bird:12750","MSB","Bird","12750","Aves","Zonotrichia leucophrys",,,,"27 OCT 1935",,"R. E. Genelly","213","http://arctos.database.museum/guid/MSB:Bird:12750","United States","California","Alameda County",,,"Oakland",,,,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Zonotrichia","leucophrys",
"MSB:Bird:12751","MSB","Bird","12751","Aves","Zonotrichia leucophrys",,,,"4 MAR 1937",,"R. E. Genelly","240","http://arctos.database.museum/guid/MSB:Bird:12751","United States","California","Alameda County",,,"Oakland",,,,"37.7853279","-122.2280731","WGS84","11719","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:100000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Zonotrichia","leucophrys",
"MSB:Bird:12815","MSB","Bird","12815","Aves","Agelaius tricolor",,,,"27 MAR 1938",,"R. E. Genelly","259","http://arctos.database.museum/guid/MSB:Bird:12815","United States","California","Alameda County",,,"Midway",,,,"37.7146511","-121.5865405","WGS84","4268.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Agelaius","tricolor",
"MSB:Bird:12816","MSB","Bird","12816","Aves","Agelaius tricolor",,,,"27 MAR 1938",,"R. E. Genelly","260","http://arctos.database.museum/guid/MSB:Bird:12816","United States","California","Alameda County",,,"Midway",,,,"37.7146511","-121.5865405","WGS84","4268.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Agelaius","tricolor",
"MSB:Bird:12817","MSB","Bird","12817","Aves","Agelaius tricolor",,,,"27 MAR 1938",,"R. E. Genelly","261","http://arctos.database.museum/guid/MSB:Bird:12817","United States","California","Alameda County",,,"Midway",,,,"37.7146511","-121.5865405","WGS84","4268.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Agelaius","tricolor",
"KU:Birds:11631","KU","Birds","11631","Aves","Selasphorus sasin sasin",1921,3,12,"12 March 1921","1921-03-12","Hanna, M.A.",,,"USA","California","Alameda",,,"Berkeley, UC campus","0","0",,"37.8740403","-122.2469329","WGS84","1806.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Selasphorus","sasin","sasin"
"KU:Birds:32248","KU","Birds","32248","Aves","Larus glaucescens",1952,1,3,"03 January 1952","1952-01-03","DIXON, K.  L.","647",,"USA","California","Alameda",,,"Oakland dump","0","0",,"37.8016462","-122.2362899","WGS84","9581.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","could not find Oakland Dump, georefed Oakland","Google Earth, wikimapia.org","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Larus","glaucescens",
"KU:Birds:17193","KU","Birds","17193","Aves","Hydroprocne caspia",1927,9,11,"11 September 1927","1927-09-11","Hall, E.R.","296",,"USA","California","Alameda",,,"Bay region","0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Hydroprocne","caspia",
"KU:Birds:18725","KU","Birds","18725","Aves","Hydroprocne caspia",1927,9,11,"11 September 1927","1927-09-11","Rastirton",,,"USA","California","Alameda",,,"Bay region","0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Hydroprocne","caspia",
"KU:Birds:13700","KU","Birds","13700","Aves","Calidris alpina",1924,11,28,"28 November 1924","1924-11-28","Hall, E.R.","607",,"USA","California","Alameda",,,"Bay Farm Island","0","0",,"37.7364771","-122.22049","WGS84","5201.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Calidris","alpina",
"KU:Birds:46066","KU","Birds","46066","Aves","Junco hyemalis",1963,3,2,"02 March 1963","1963-03-02","LEFFLER, S.  R.","254",,"USA","California","Alameda",,,"Berkeley","0","0",,"37.8697281","-122.272583","WGS84","4036","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Junco","hyemalis",
"KU:Birds:18762","KU","Birds","18762","Aves","Junco hyemalis",1927,8,28,"28 August 1927","1927-08-28","Buck, W.H.","1611",,"USA","California","Alameda",,,,"304.8","304.8","1000 ft","37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Junco","hyemalis",
"KU:Birds:18763","KU","Birds","18763","Aves","Junco hyemalis",1927,8,28,"28 August 1927","1927-08-28","Buck, W.H.","1610",,"USA","California","Alameda",,,,"304.8","304.8","1000 ft","37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Junco","hyemalis",
"KU:Birds:32278","KU","Birds","32278","Aves","Junco hyemalis",1951,10,6,"06 October 1951","1951-10-06","Bloedel, P.","WCR11723",,"USA","California","Alameda",,,"Berkeley","0","0",,"37.8697281","-122.272583","WGS84","4036","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Junco","hyemalis",
"KU:Birds:32280","KU","Birds","32280","Aves","Junco hyemalis",1951,10,23,"23 October 1951","1951-10-23","Johnston, D.W.","375",,"USA","California","Alameda",,,"Berkeley, Strawberry","0","0",,"37.8741244","-122.2391357","WGS84","1089.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","Assumed Strawberry Canyon","BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Junco","hyemalis",
"KU:Birds:15959","KU","Birds","15959","Aves","Zonotrichia atricapilla",1925,12,12,"12 December 1925","1925-12-12","Hall, E.R.","341",,"USA","California","Alameda",,,"Berkeley","0","0",,"37.8697281","-122.272583","WGS84","4036","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Zonotrichia","atricapilla",
"KU:Birds:15960","KU","Birds","15960","Aves","Zonotrichia atricapilla",1925,12,12,"12 December 1925","1925-12-12","Hall, E.R.","341",,"USA","California","Alameda",,,,"0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zonotrichia","atricapilla",
"KU:Birds:46076","KU","Birds","46076","Aves","Zonotrichia atricapilla",1963,3,2,"02 March 1963","1963-03-02","LEFFLER, S.  R.","251",,"USA","California","Alameda",,,"campus of the Univ. of California, Berkeley","0","0",,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zonotrichia","atricapilla",
"KU:Birds:46077","KU","Birds","46077","Aves","Zonotrichia atricapilla",1963,4,1,"01 April 1963","1963-04-01","LEFFLER, S.  R.","255",,"USA","California","Alameda",,,"campus of the Univ. of California, Berkeley","0","0",,"37.8662848","-122.2689617","WGS84","5548.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zonotrichia","atricapilla",
"KU:Birds:46073","KU","Birds","46073","Aves","Zonotrichia atricapilla",1962,4,3,"03 April 1962","1962-04-03","LEFFLER, S. R.","93",,"USA","California","Alameda",,,,"0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zonotrichia","atricapilla",
"KU:Birds:46075","KU","Birds","46075","Aves","Zonotrichia atricapilla",1963,3,2,"02 March 1963","1963-03-02","LEFFLER, S. R.","246",,"USA","California","Alameda",,,,"0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zonotrichia","atricapilla",
"KU:Birds:13710","KU","Birds","13710","Aves","Passerella iliaca",1924,11,23,"23 November 1924","1924-11-23","Hall, E.R.","598",,"USA","California","Alameda",,,"Berkeley, Claremont Canyon","0","0",,"37.8664518","-122.229681","WGS84","1838.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Passerella","iliaca",
"KU:Birds:15957","KU","Birds","15957","Aves","Zonotrichia leucophrys",1925,12,12,"12 December 1925","1925-12-12","Hall, E.R.","341",,"USA","California","Alameda",,,,"0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Zonotrichia","leucophrys",
"KU:Birds:13704","KU","Birds","13704","Aves","Melospiza melodia",1924,11,28,"28 November 1924","1924-11-28","Hall, E.R.","618",,"USA","California","Alameda",,,"Bay Farm Island","0","0",,"37.7364771","-122.22049","WGS84","5201.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Melospiza","melodia",
"KU:Birds:13705","KU","Birds","13705","Aves","Melospiza melodia",1924,11,28,"28 November 1924","1924-11-28","Hall, E.R.","620",,"USA","California","Alameda",,,"Bay Farm Island","0","0",,"37.7364771","-122.22049","WGS84","5201.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Melospiza","melodia",
"KU:Birds:13706","KU","Birds","13706","Aves","Melospiza melodia",1924,11,28,"28 November 1924","1924-11-28","Hall, E.R.","619",,"USA","California","Alameda",,,"Bay Farm Island","0","0",,"37.7364771","-122.22049","WGS84","5201.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Melospiza","melodia",
"KU:Birds:16859","KU","Birds","16859","Aves","Melospiza melodia",1927,9,0,"-- September 1927","1927-09-00","Hall, E.R.","47",,"USA","California","Alameda",,,,"0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Melospiza","melodia",
"KU:Birds:46078","KU","Birds","46078","Aves","Melospiza melodia",1961,12,10,"10 December 1961","1961-12-10","LEFFLER, S. R.","66",,"USA","California","Alameda",,,,"0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Melospiza","melodia",
"KU:Birds:17136","KU","Birds","17136","Aves","Melospiza melodia gouldii",1928,10,22,"22 October 1928","1928-10-22","Stirton, R.A. and W.H. Burt","RAS#B541",,"USA","California","Alameda",,,"0.5 mi. S of Strawberry Canyon, East of Berkeley","0","0",,"37.8671572","-122.2391453","WGS84","1796.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Melospiza","melodia","gouldii"
"KU:Birds:17137","KU","Birds","17137","Aves","Melospiza melodia gouldii",1928,11,4,"04 November 1928","1928-11-04","Stirton, R.A.","B544",,"USA","California","Alameda",,,"Strawberry Canyon, East of Berkeley","0","0",,"37.8741244","-122.2391357","WGS84","1089.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Kevin Epperly (UWBM)","requires verification",,,"Melospiza","melodia","gouldii"
"KU:Birds:18761","KU","Birds","18761","Aves","Melospiza melodia pusillula",1927,9,11,"11 September 1927","1927-09-11","Burt, W.H.","1608",,"USA","California","Alameda",,,,"0","0",,"37.6803493","-121.9029351","WGS84","44037.0","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"BioGeomancer","2009-11-16","Christine Coltellaro (UWBM)","requires verification",,,"Melospiza","melodia","pusillula"
"KU:Birds:43814","KU","Birds","43814","Aves","Melospiza melodia gouldii",1925,2,22,"22 February 1925","1925-02-22","Clabaugh, E.D.","264",,"USA","California","Alameda",,,"Berkeley","0","0",,"37.8697281","-122.272583","WGS84","4036","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Melospiza","melodia","gouldii"
"KU:Birds:81629","KU","Birds","81629","Aves","Melospiza melodia",1897,5,10,"10 May 1897","1897-05-10",,,,"USA","California","Alameda",,,"Hayward","0","0",,"37.6347313","-122.0881729","WGS84","7255","decimal degrees","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",,"Terrain Navigator 5.03 USGS 1:24000","2004-12-23","Dan Stewart (MVZ)","requires verification",,,"Melospiza","melodia",
